CASEID,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,OTHER_SRVC,SRVC75,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OPIOIDMAINT,OPIOIDWDRAW,OPIOIDDETOX,OPIOIDNAL,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG24,LANG9,LANG10,LANG22,LANG25,LANG26,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC30,SRVC34,SRVC33,SRVC64,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,HINUM,RCNUM,OPNUM,LOC5,LICEN,ACCRED
8566,NC,0,1,1,,0,,2,2,2,4,0,0,0,0,0,0,0,0,,,,,,2,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,M
8567,NC,1,1,1,,0,,3,1,2,3,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,,4,0,0,0
8568,NC,0,1,1,,0,,2,1,2,2,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,2,0,1,M
8569,NC,1,1,2,,0,,7,7,2,14,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,1,1,1,1,0,,,0,,,,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,,,2,0,1,1
8570,NC,0,1,2,,0,,7,6,2,12,1,0,1,1,0,0,0,0,,,,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,1,1,0,,,0,,,,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,,,5,0,1,1
8571,NC,0,1,2,,0,,2,7,2,9,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,1,0,0,0,1,0,1,1,D,0,0,,,4,0,1,1
8572,NC,0,1,1,,0,,6,7,2,8,1,0,0,0,0,0,0,0,0,0,0,0,1,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,0,D,0,1,1,1,1,0,0,D,,,,0,1,M
8573,NC,0,1,1,,0,,6,1,2,14,0,0,0,0,0,0,0,0,,,,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,,,,0,1,1
8574,NC,0,1,4,,0,,5,1,2,15,0,0,0,0,0,0,0,0,,,,,,3,0,,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,,,,1,1,1
8575,NC,0,1,1,,0,,4,2,2,4,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,D,,,3,0,1,M
8576,NC,0,1,1,,0,,5,2,2,12,3,0,0,0,0,0,0,0,,,,,,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,,,2,0,1,1
8577,NC,0,1,1,,0,,4,2,2,1,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1,0,0,1,1,1,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,3,0,1,0
8578,NC,0,1,2,,0,,7,2,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,,,5,0,1,1
8579,NC,0,1,1,,0,,6,3,1,8,0,1,0,0,0,0,0,0,,,,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,,,4,0,1,1
8580,NC,0,1,1,,0,,5,1,1,11,3,0,0,0,0,0,0,0,,,,,,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,1,1,1,1,0,,,0,,,,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,,0,1,1
8581,NC,0,1,1,,0,,1,0,0,3,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,,,,0,0,0
8582,NC,0,1,1,,0,,5,0,1,3,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,,,1,0,1,M
8583,NC,1,1,1,,0,,7,0,2,6,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,1,0,0,0,1,1,D,1,1,1,D,,,3,0,M,0
8584,NC,0,1,2,,0,,5,1,2,4,0,0,0,0,0,0,0,0,,,,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,1,D,0,1,1,1,1,0,1,0,,,,0,M,1
8585,NC,0,1,1,,0,,2,2,2,4,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0
8586,NC,0,1,2,,0,,5,2,2,13,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,0,1,1,0,1,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,,,,0,1,M
8587,NC,1,1,2,,0,,6,3,2,15,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,0,,,,,,0,1,1,0,1,0,1,1,1,1,0,1,,,0,1,1
8588,NC,0,1,2,,0,,6,2,2,13,0,0,0,0,0,0,0,0,,,,,,3,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,,,3,0,1,1
8589,NC,0,1,1,,0,,6,0,1,7,0,0,0,0,0,0,0,0,,,,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,,,1,0,0,1
8590,NC,0,1,1,,0,,2,6,2,12,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,2,0,1,1
8591,NC,0,1,1,,0,,3,1,2,3,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,,,1,0,1,M
8592,NC,0,1,2,,1,1,5,6,2,3,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,,,4,0,1,1
8593,NC,0,1,1,,0,,2,0,1,1,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0
8594,NC,0,1,2,,0,,2,2,0,3,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,0,0,1,0,1,0,0,0,0,0,0,,,,1,0,0
8595,NC,0,1,2,,0,,6,6,2,9,2,0,1,1,0,1,1,0,0,1,0,0,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,D,,,,0,0,1
8596,NC,0,1,1,,0,,3,0,1,0,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,5,0,0,0
8597,NC,0,1,1,,0,,6,0,2,8,0,0,0,0,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,,,,0,0,1
8598,NC,0,1,2,,0,,4,0,2,12,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,D,,,1,0,0,1
8599,NC,0,1,2,,0,,3,5,1,4,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,,5,0,1,1
8600,NC,0,1,1,,0,,5,6,2,7,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,5,0,1,1
8601,NC,1,1,2,,0,,6,2,2,7,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,1,1,1,0,0,,,,,,1,0,1,0,1,1,1,1,1,1,D,,1,,0,1,1
8602,NC,0,1,2,,0,,6,7,1,10,0,0,1,0,1,1,0,1,0,1,0,0,0,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,,,,0,1,1
8603,NC,0,1,1,,0,,3,3,2,10,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,3,0,1,1
8604,NC,0,1,1,,0,,7,1,2,7,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,1,0,1,M
8605,NC,1,1,6,1,1,1,7,7,2,15,1,0,1,1,0,1,0,0,0,1,0,0,1,2,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,1,1,1,0,1,0,,,0,,,,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,D,,,5,0,1,1
8606,NC,1,1,1,,0,,5,2,2,5,3,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,,,3,0,1,1
8607,NC,0,1,1,,0,,7,7,2,8,3,0,1,1,0,1,1,0,0,1,0,1,1,3,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,5,0,1,0
8608,NC,0,1,1,,0,,7,7,2,12,0,0,1,1,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,1,0,,,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,,,1,0,1,1
8609,NC,0,1,1,,0,,4,2,1,2,0,0,0,0,0,0,0,0,,,,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,,,2,0,0,0
8610,NC,0,1,2,,0,,4,2,2,4,0,0,0,0,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,,,2,0,1,1
8611,NC,0,1,1,,0,,5,0,0,4,3,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,,,1,0,0,0
8612,NC,0,1,1,,0,,5,2,2,7,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,D,,,,0,1,M
8613,NC,0,1,1,,0,,4,2,2,5,2,0,1,0,0,0,0,0,,,,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,,,1,0,1,1
8614,NC,0,1,2,,0,,6,3,2,12,2,0,0,0,0,0,0,0,,,,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,1,1,1,1,0,,1,,0,1,1
8615,NC,0,1,1,,0,,5,0,1,4,2,0,0,0,0,0,0,0,,,,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,,,1,0,0,0
8616,NC,0,1,1,,0,,6,0,2,12,3,0,0,0,0,0,0,0,,,,,,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,,,,0,M,0
8617,NC,0,1,1,,0,,7,2,2,7,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,0,1,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,,,5,0,1,1
8618,NC,0,1,2,,0,,3,2,2,14,0,1,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,0,1,0,0,0,0,0,0,0,,5,,1,0,0
8619,NC,0,1,1,,0,,3,2,1,2,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0
8620,NC,0,1,1,,0,,6,2,2,6,0,0,0,0,0,0,0,0,,,,,,4,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,,,,0,1,1
8621,NC,0,1,2,,0,,4,5,2,14,0,0,1,1,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,1,0,0,1,0,,,,,,1,1,0,1,0,0,0,0,0,0,0,,2,,1,1,M
8622,NC,0,1,2,,0,,6,2,2,8,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,,,,0,1,1
8623,NC,0,1,2,,0,,7,2,2,10,0,0,0,0,0,0,0,0,,,,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,,,,0,1,1
8624,NC,0,1,2,,0,,5,2,2,2,0,0,0,0,0,0,0,0,,,,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,,,3,0,1,1
8625,NC,0,1,1,,0,,5,0,1,6,1,0,0,0,0,0,1,0,,,,,,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,D,,,2,0,0,0
8626,NC,0,1,1,,0,,4,1,1,6,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,1,0,1,M
8627,NC,1,1,2,,0,,6,7,2,13,0,0,1,0,0,1,1,0,0,0,0,0,1,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,,,0,,,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,,,5,0,1,1
8628,NC,0,1,1,,0,,3,2,2,2,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,2,0,1,0
8629,NC,0,1,1,,0,,2,1,2,2,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,,,2,0,1,0
8630,NC,0,1,2,,0,,4,3,1,6,0,0,1,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,1,0,1,0,1,D,D,1,D,,,2,0,M,1
8631,NC,0,1,1,,0,,2,7,2,9,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,5,0,1,1
8632,NC,0,1,1,,0,,4,2,2,4,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,,3,0,1,0
8633,NC,1,1,1,,0,,4,7,2,9,0,0,0,1,1,1,1,1,1,1,0,0,0,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,1,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,3,0,1,1
8634,NC,1,1,2,,0,,6,6,2,16,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,,,1,1,1,0,0,,,,,,1,1,1,0,1,0,1,1,0,1,0,,5,,0,1,1
8635,NC,0,1,2,,0,,1,1,2,14,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,0,1,1,0,0,0,0,,1,,0,1,1
8636,NC,0,1,1,,0,,5,1,1,3,0,0,1,1,0,1,1,0,1,1,0,0,1,3,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,D,,,4,0,0,1
8637,NC,0,1,2,,0,,6,2,2,9,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,,1,0,1,1
8638,NC,0,1,6,1,1,1,6,7,2,13,1,0,1,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,1,0,0,1,1,1,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,D,0,,,3,0,1,1
8639,NC,0,1,2,,0,,3,2,2,4,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,1,1,1,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,,,1,0,1,M
8640,NC,0,1,2,,0,,3,2,2,4,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,1,1,1,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,,,1,0,1,M
8641,NC,0,1,1,,0,,7,7,2,14,3,0,0,0,0,0,0,0,,,,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,,3,0,1,1
8642,NC,1,1,1,,0,,7,1,1,3,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,,,5,0,1,M
8643,NC,0,1,2,,0,,4,2,2,13,2,0,0,0,0,0,0,0,,,,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,1,1,1,1,1,0,,1,,0,1,1
8644,NC,0,1,1,,0,,6,1,2,9,3,0,0,0,0,0,0,0,,,,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,1,1,1,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,D,,,,0,0,0
8645,NC,0,1,1,,0,,3,2,2,2,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0
8646,NC,1,1,1,,0,,4,3,2,3,0,0,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,D,,,5,0,1,1
8647,NC,0,1,1,,0,,7,2,2,12,3,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,,,3,0,1,M
