CASEID,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC85,SRVC87,SRVC86,OTP,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
2165,CA,0,1,2,,0,,4,6,2,11,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,M,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,1,1,4,4,1,1,1,,3,,,,,,,,,,,4,2,2,0,1,M
2166,CA,0,1,2,,0,,3,2,2,8,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,,,1,0,1,1,0,,,,,,1,1,1,0,1,0,0,0,1,1,,,,,,,,,1,1,3,3,1,1,1,,3,,,,,,,,,,,1,5,2,1,1,M
2167,CA,1,1,2,,0,,2,5,1,3,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,1,1,0,0,,,,,,1,1,1,0,0,1,D,D,1,1,,,,,,,,,4,4,1,4,1,1,1,,4,,,,,,,,,,,3,2,2,0,1,M
2168,CA,1,1,2,,0,,2,1,2,10,0,0,0,1,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,,,,,,,,,1,1,2,2,1,1,1,,3,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
2169,CA,0,1,4,,0,,1,2,0,2,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0,0,0,1,1,0,0,0,,,0,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,2,5,1,0,1,M
2170,CA,0,1,2,,0,,4,3,2,12,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,1,1,0,0,,,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,D,D,0,D,D,,,,,,,,,1,1,5,4,1,1,1,,4,1,1,1,2,2,3,1,1,1,,1,2,5,1,1,M
2171,CA,0,1,2,,0,,5,7,2,14,0,0,0,0,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,4,2,3,1,1,1,,4,4,1,0,1,M
2172,CA,1,1,1,,0,,1,7,1,4,0,0,0,1,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,M,0,0,1,1,1,0,0,0,,1,0,1,1,0,0,,,,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,4,1,3,1,1,2,,3,,,,,,,,,,3,1,4,3,5,5,3,1,1,,2,3,3,0,1,1
2173,CA,1,1,2,,0,,1,3,1,3,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,,1,1,0,1,0,,,,,,1,1,1,0,1,0,0,0,1,1,,,,,,,,,3,1,2,2,1,1,1,,1,,,,,,,,,,,1,5,3,0,1,M
2174,CA,0,1,2,,0,,5,7,1,13,0,1,0,1,1,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,1,1,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,1,1,5,5,1,1,1,,5,,,,,,,,,,,5,1,1,1,1,M
2175,CA,0,1,4,,0,,6,6,2,13,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,1,1,1,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,1,0,1,,,,,,,,,1,1,3,3,1,1,1,,3,,,,,,,,,,,4,1,2,0,1,M
2176,CA,1,1,2,,0,,3,3,2,11,0,0,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,1,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,1,,,,,,,,,2,1,5,5,1,1,1,,4,,,,,,,,,,,5,1,1,1,1,1
2177,CA,1,1,2,,0,,4,5,2,9,0,0,1,0,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,0,,,,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,3,4,1,1,2,4,1,4,1,4,1,1,5,0,1,1
2178,CA,0,1,2,,1,1,3,1,1,2,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,2,5,1,0,1,1
2179,CA,1,1,2,,0,,4,7,2,9,0,1,0,1,1,,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,5,5,5,4,3,5,4,1,5,,2,4,2,0,M,M
2180,CA,1,1,2,,0,,5,2,2,5,0,1,0,1,1,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,1,0,1,1,0,0,D,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,5,4,1,4,3,5,1,1,4,,3,2,2,0,1,1
2181,CA,1,1,1,,0,,5,7,1,6,0,1,0,1,1,,0,,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,,,,,,,,,2,1,1,1,1,1,1,,1,2,1,3,2,3,4,3,1,1,,4,2,2,0,M,1
2182,CA,1,1,2,,1,1,6,7,2,9,0,1,0,1,1,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,,,0,,,,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,5,4,5,5,3,5,3,1,5,,4,2,2,0,1,1
2183,CA,0,1,2,,0,,4,2,2,8,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,3,1,1,,2,4,2,0,M,M
2184,CA,0,1,2,,0,,6,6,2,14,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,,,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,,,,,,,,,1,1,5,5,5,1,1,,5,1,1,1,5,4,4,1,1,1,,5,1,1,1,1,M
2185,CA,1,1,2,,0,,4,0,2,11,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,,1,1,0,1,0,,,,,,1,1,1,0,1,0,0,D,1,1,,,,,,,,,2,1,5,5,1,1,1,,5,,,,,,,,,,,4,1,3,1,1,M
2186,CA,1,1,2,,1,1,4,1,2,4,0,1,0,1,1,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,,0,0,0,,,0,,,,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M,M
2187,CA,1,1,2,,1,1,3,2,0,4,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,,1,0,0,,,0,,,,1,1,0,0,0,1,0,0,0,0,1,1,1,D,D,1,,,,,,,,,,,,,,,,,,2,1,1,1,5,5,4,1,1,,5,1,1,0,M,1
2188,CA,0,1,2,,0,,4,2,2,12,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,3,2,3,1,1,1,,2,2,4,0,1,M
2189,CA,0,1,2,,0,,6,0,1,11,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,0,M,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,1,1,,5,1,1,0,1,M
2190,CA,0,1,3,,0,,2,4,2,8,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,,,1,0,1,1,0,,,,,,1,0,0,0,1,1,1,1,0,1,,,,,,,,,1,5,5,5,1,1,1,,5,,,,,,,,,,,5,1,1,0,1,M
2191,CA,0,1,4,,0,,3,3,2,8,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,3,1,1,,1,2,5,0,1,M
2192,CA,1,1,2,,1,1,5,2,2,4,0,1,0,1,1,,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,1,0,0,,,0,,,,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,1,1,2,3,1,2,2,1,1,,5,1,1,0,1,1
2193,CA,0,1,2,,0,,4,2,1,12,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,1,1,4,4,1,1,1,,3,,,,,,,,,,,2,1,5,0,1,M
2194,CA,0,1,1,,0,,2,1,0,1,0,0,0,0,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,2,5,1,0,1,M
2195,CA,1,1,1,,0,,2,6,2,5,0,0,1,0,0,1,0,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,1,0,,,0,,,,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,3,3,1,1,1,2,1,3,1,3,1,1,5,0,1,1
2196,CA,1,1,1,,0,,3,2,1,3,0,0,0,1,1,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,0,0,0,1,0,0,0,0,D,1,0,0,0,1,,,,,,,,,,,,,,,,,,5,1,1,1,2,4,1,1,5,,2,4,4,0,M,1
2197,CA,0,1,2,,0,,4,7,2,12,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,D,,,,,,,,,1,1,5,5,1,1,1,,5,1,1,1,1,3,3,1,1,1,,5,1,1,0,1,M
2198,CA,1,1,2,,1,1,4,7,2,9,0,1,0,1,1,,0,,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,3,1,2,1,1,2,,4,1,2,1,1,1,1,3,,3,1,1,1,2,1,2,1,1,1,,1,5,4,0,1,1
2199,CA,1,1,4,,0,,1,5,2,7,0,0,0,0,0,,0,,0,1,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0,1,0,0,0,0,1,1,0,0,,,1,1,1,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,,,,,,,,,2,1,5,5,1,1,1,,5,,,,,,,,,,,4,1,2,0,1,1
2200,CA,0,1,2,,0,,6,1,1,9,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,4,3,1,1,,2,2,4,0,1,1
2201,CA,1,1,1,,1,2,5,7,2,11,0,1,0,1,1,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,1,0,1,1,1,0,,,,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,4,3,4,1,1,4,,1,,,,,,,,,,1,1,5,3,1,4,1,1,1,,4,1,1,0,1,1
2202,CA,1,1,2,,1,1,2,3,2,5,0,0,0,0,1,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,3,4,5,1,1,1,,5,1,4,1,3,1,1,1,,5,1,1,1,4,1,2,1,1,1,,2,4,4,0,1,1
2203,CA,1,1,2,,0,,6,7,2,11,0,0,0,1,1,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,5,5,5,1,1,5,,5,1,1,5,5,1,1,4,,5,1,1,1,3,1,2,1,1,1,,5,1,1,0,1,1
2204,CA,1,1,1,,0,,2,6,2,5,0,0,1,0,0,1,0,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,1,0,,,0,,,,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,3,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
2205,CA,0,1,2,,0,,3,2,2,13,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,1,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,2,2,4,0,1,1
2206,CA,1,1,1,,0,,3,5,2,4,0,0,1,0,0,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,3,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
2207,CA,1,1,2,,0,,1,4,1,5,0,0,1,1,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,1,0,0,0,1,1,D,D,D,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,0,M,1
2208,CA,1,1,1,,0,,4,4,1,11,0,0,1,0,0,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,0,0,,,0,,,,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,D,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,2,1,2,1,1,5,0,1,1
2209,CA,1,1,1,,0,,6,6,2,10,0,0,1,1,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,1,1,1,5,0,1,1
2210,CA,1,1,2,,0,,2,3,0,14,0,0,1,0,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
2211,CA,0,1,2,,0,,5,1,2,7,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,1,,1,1,5,0,1,M
2212,CA,0,1,1,,0,,1,0,0,1,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,1,5,1,0,1,M
2213,CA,1,1,1,,0,,4,4,2,11,0,0,1,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,1,0,D,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,3,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1
2214,CA,1,1,1,,0,,1,4,1,2,0,0,1,1,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,4,4,1,1,1,4,1,4,1,4,1,1,5,0,1,1
2215,CA,1,1,1,,0,,3,7,2,11,0,0,1,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,,,0,,,,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,5,5,1,1,1,5,1,5,1,5,1,1,5,0,1,1
2216,CA,1,1,1,,0,,5,7,2,11,0,1,1,1,0,1,0,,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,,,0,,,,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,4,4,1,1,1,4,1,4,1,4,1,1,5,0,1,1
2217,CA,1,1,2,,1,1,4,7,2,9,0,1,0,1,1,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,,1,0,1,1,1,0,,,,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,,2,,,,,,,,,,1,1,1,4,1,3,1,1,1,,2,5,2,0,1,1
2218,CA,0,1,2,,0,,2,2,1,4,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,5,1,1,0,M,M
2219,CA,1,1,2,,0,,1,2,1,9,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,M,0,0,0,1,0,,,1,1,1,1,0,,,,,,1,1,1,0,1,0,0,0,0,1,,,,,,,,,5,2,5,5,1,1,1,,5,,,,,,,,,,,2,1,4,1,1,M
2220,CA,0,1,4,,0,,3,1,0,5,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,5,1,1,,2,1,4,0,1,M
2221,CA,1,0,2,,0,,3,4,1,4,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,1,1,1,0,1,0,0,D,D,D,,,,,,,,,4,1,1,1,1,1,1,,1,,,,,,,,,,,2,4,4,1,1,M
2222,CA,0,1,2,,0,,5,0,2,7,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,2,4,3,0,1,M
2223,CA,0,1,4,,0,,4,0,1,8,0,0,0,0,0,,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,1,1,1,0,M,M
2224,CA,0,1,2,,0,,3,2,1,5,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,1,5,0,1,M
2225,CA,1,1,2,,0,,3,3,2,11,1,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,5,1,5,1,1,1,,5,1,1,5,5,1,1,1,,5,1,1,1,4,1,3,1,1,1,,3,1,4,0,1,1
2226,CA,0,1,2,,0,,2,3,2,3,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,4,1,1,,4,2,1,0,1,1
2227,CA,1,1,2,,0,,4,3,1,9,0,0,1,0,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,,,0,,,,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,1,1,1,1,1,1,5,0,1,1
2228,CA,1,1,2,,0,,2,7,2,6,0,0,1,0,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1
2229,CA,0,1,2,,0,,3,2,2,10,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,4,1,1,,2,1,4,0,1,1
2230,CA,0,1,2,,0,,4,1,2,6,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,5,1,1,,5,1,1,0,1,1
2231,CO,0,1,2,,0,,4,2,2,13,1,1,0,0,0,,0,,0,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,0,0,1,0,1,0,0,1,,,,,,,,,1,1,3,3,3,1,1,,4,,,,,,,,,,,4,1,2,0,1,1
2232,CO,0,1,1,,0,,3,4,1,3,0,0,0,0,0,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,,,0,M,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,1,5,1,0,1,M
2233,CO,0,1,1,,0,,2,2,2,5,0,1,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,,2,5,1,0,1,M
2234,CO,0,1,2,,0,,4,0,0,3,0,0,0,0,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,3,1,1,,2,4,1,0,1,M
2235,CO,0,1,2,,0,,4,2,0,3,0,0,0,0,0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
2236,CO,0,1,1,,0,,2,2,2,3,0,1,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,4,4,1,0,1,M
2237,CO,0,1,1,,0,,1,2,1,5,0,1,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,2,4,0,1,M
