CASEID,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC85,SRVC87,SRVC86,OTP,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
7864,NC,0,1,1,,0,,3,0,0,1,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,0,,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,3,3,0,M,M
7865,NC,0,1,2,,0,,5,7,2,11,0,0,1,1,1,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,5,3,1,5,5,2,3,5,,1,1,5,0,1,1
7866,NC,0,1,2,,0,,2,1,1,11,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,0,1,1,1,0,,,1,0,0,1,0,,,,,,0,1,1,0,D,0,1,1,D,D,,,,,,,,,1,1,2,2,1,1,1,,1,,,,,,,,,,,1,1,5,0,1,1
7867,NC,0,1,2,,0,,4,1,2,11,1,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,0,1,0,0,0,1,0,0,0,,,,,,,,,1,1,3,2,1,1,1,,2,,,,,,,,,,,1,1,5,0,M,1
7868,NC,0,1,1,,0,,2,2,2,1,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,M
7869,NC,0,1,1,,0,,2,2,2,1,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,,1,5,1,0,1,M
7870,NC,0,1,1,,0,,2,2,2,1,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,1,5,1,0,1,M
7871,NC,1,1,1,,0,,3,2,2,7,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,0,0,1,1,0,0,M,0,0,0,0,,,0,,,,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,1,5,2,0,1,M
7872,NC,0,1,1,,0,,4,2,2,3,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,1,1,,0,M,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,2,1,0,1,M
7873,NC,0,1,2,,0,,5,7,2,16,1,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,1,0,0,0,1,1,0,0,,,,,,,,,1,1,2,2,1,1,1,,2,,,,,,,,,,,5,1,1,0,1,1
7874,NC,0,1,1,,0,,2,1,0,0,0,0,0,0,0,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,M
7875,NC,0,1,1,,0,,2,2,2,2,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,M
7876,NC,0,1,2,,0,,6,4,2,11,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,5,4,4,1,1,,4,1,2,0,1,1
7877,NC,0,1,2,,0,,6,2,2,10,0,0,0,0,0,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
7878,NC,0,1,1,,0,,2,2,2,0,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,0,1,,0,0,,,0,,,,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,4,1,2,0,1,M
7879,NC,0,1,3,,0,,3,1,2,4,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,,,,0,,,0,,,,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,1,1,5,0,1,M
7880,NC,0,1,1,,0,,2,0,2,1,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,1,M
7881,NC,1,1,2,,1,1,6,7,1,5,M,1,1,1,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,1,1,1,0,,,,0,,,,,,0,1,0,0,1,1,1,1,1,1,3,5,5,1,2,1,,1,,,,,,,,,,,,,,,,,,,,1,1,5,0,M,1
7882,NC,0,1,6,2,1,1,3,1,2,7,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,5,3,4,5,1,1,1,,3,2,2,0,1,1
7883,NC,0,1,2,,0,,0,4,2,13,1,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,,,1,0,0,1,0,,,,,,0,1,1,0,1,0,0,0,0,0,,,,,,,,,1,1,5,5,1,1,1,,5,,,,,,,,,,,5,1,1,1,1,M
7884,NC,1,1,4,,0,,6,1,1,8,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,,1,0,0,,,1,1,1,0,0,,,,,,0,1,1,0,1,0,1,D,0,0,,,,,,,,,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,0,1,M
7885,NC,0,1,2,,0,,3,2,2,8,0,1,0,1,1,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,4,1,1,,2,3,3,0,1,1
7886,NC,0,1,1,,0,,3,1,2,1,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,0,1,M
7887,NC,0,1,2,,0,,3,1,1,8,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,1,0,1,0,0,,,,,,1,1,1,0,D,0,1,1,D,D,,,,,,,,,1,3,1,2,1,1,1,,1,,,,,,,,,,,2,1,4,0,1,1
7888,NC,1,1,1,,0,,2,7,2,7,0,0,1,0,0,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
7889,NC,1,1,1,,0,,4,5,2,6,0,0,1,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,1,1,1,1,1,1,5,0,1,1
7890,NC,0,1,1,,0,,2,2,2,2,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,3,2,2,0,1,M
7891,NC,0,1,3,,0,,4,0,1,2,0,1,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,0,1,1,0,D,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,1,5,3,0,M,M
7892,NC,1,1,1,,0,,5,1,0,2,0,0,1,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,0,0,0,,,0,,,,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,4,1,1,1,1,2,1,1,1,,2,4,4,0,M,M
7893,NC,0,1,2,,0,,5,2,2,10,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,2,3,3,1,1,1,,4,2,2,0,1,1
7894,NC,0,1,1,,0,,2,1,1,1,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,2,5,1,0,1,M
7895,NC,0,1,1,,0,,4,0,0,1,0,0,0,0,0,,0,,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,5,1,0,M,M
7896,NC,0,1,2,,0,,3,1,1,7,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,,0,,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,3,4,0,1,M
7897,NC,0,1,1,,0,,3,0,2,5,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,2,1,4,0,1,M
7898,NC,0,1,2,,0,,4,2,2,5,M,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,D,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,4,1,1,,5,1,1,0,1,1
7899,NC,0,1,2,,0,,3,4,2,2,0,0,0,0,0,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,D,D,1,,,,,,,,,,,,,,,,,,1,1,1,3,2,2,1,1,1,,2,1,4,0,M,1
7900,NC,0,1,2,,0,,5,6,2,8,0,0,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,0,0,,,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,,,,,,,,,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
7901,NC,0,1,1,,0,,3,0,1,2,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,0,M,M
7902,NC,0,1,1,,0,,6,0,2,8,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,3,4,1,0,1,M
7903,NC,0,1,1,,0,,4,1,2,8,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,,1,5,2,0,1,M
7904,NC,0,1,2,,0,,2,2,2,8,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,1,0,0,,,,,,,,,1,1,2,2,1,1,1,,2,,,,,,,,,,,1,5,1,1,1,M
7905,NC,0,1,1,,0,,2,1,2,4,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,0,M,M
7906,NC,0,1,1,,0,,5,0,1,1,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,3,1,1,,5,1,1,0,M,M
7907,NC,1,1,1,,0,,5,5,1,4,0,1,0,1,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,3,1,4,,1,2,5,0,M,M
7908,NC,0,1,1,,0,,6,0,2,6,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,0,M,1
7909,NC,0,1,1,,0,,3,1,2,7,0,0,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,0,,,,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,2,1,5,0,1,1
7910,NC,0,1,1,,0,,4,0,0,2,0,1,0,0,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,0,M,M
7911,NC,0,1,1,,0,,0,1,1,0,0,0,0,1,1,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,1,0,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,3,1,1,1,2,4,1,4,,1,2,5,0,1,M
7912,NC,0,1,1,,0,,4,1,2,4,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,3,3,0,1,M
7913,NC,0,1,2,,1,1,4,0,1,1,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,2,5,1,0,M,1
7914,NC,0,1,1,,0,,2,0,0,1,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,0,1,M
7915,NC,0,1,1,,0,,3,0,0,1,0,0,0,0,0,,0,,0,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,0,M,M
7916,NC,0,1,2,,0,,1,1,2,8,0,0,0,0,0,,0,,0,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,0,1,,0,,,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
7917,NC,0,1,1,,0,,1,0,0,1,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,4,1,0,M,M
7918,NC,1,1,6,2,1,1,3,0,2,6,0,1,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,0,0,0,0,0,,,0,,,,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M,M
7919,NC,0,1,2,,0,,3,0,0,2,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,2,2,0,1,M
7920,NC,0,1,6,2,0,,6,7,2,3,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,5,1,0,M,1
7921,NC,1,1,1,,0,,5,0,2,4,0,1,0,1,1,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,1,2,1,1,4,4,5,1,2,,5,1,1,0,M,M
7922,NC,0,1,1,,0,,4,0,2,4,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,1,4,0,M,M
7923,NC,0,1,1,,1,1,3,0,1,4,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,3,3,0,M,M
7924,NC,1,1,1,,1,1,3,7,2,5,0,1,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,1,1,1,0,,,,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,2,1,2,1,1,1,,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,,2,3,3,0,1,1
7925,NC,1,1,2,,1,1,6,7,2,7,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,1,1,1,0,,,,0,,,,,,0,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,M,M
7926,NC,0,1,2,,0,,4,1,2,3,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,3,1,1,,4,1,4,0,M,1
7927,NC,0,1,1,,0,,1,0,2,9,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,2,4,2,0,1,M
7928,NC,0,1,1,,0,,3,0,1,5,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,5,0,1,M
7929,NC,0,1,1,,0,,4,0,0,3,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,4,2,1,0,1,M
7930,NC,1,1,3,,1,1,4,7,2,5,0,1,0,1,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,1,1,1,0,,,,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,2,2,3,1,1,1,,1,,,,,,,,,,1,4,1,1,4,5,1,1,5,,2,4,4,0,1,1
7931,NC,0,1,1,,0,,3,1,1,1,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,,M,M,M,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,,1,5,1,0,1,M
7932,NC,0,1,6,1,1,1,5,7,1,4,0,1,1,0,1,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,1,1,D,1,0,D,D,D,D,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,1,1,1,0,M,1
7933,NC,1,1,6,1,1,1,4,6,2,10,0,1,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,0,0,0,1,0,1,1,0,1,0,0,0,D,1,,,,,,,,,,,,,,,,,,1,1,1,1,3,2,1,1,1,,2,4,2,0,M,1
7934,NC,0,1,6,1,1,1,4,7,2,7,0,1,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,1
7935,NC,0,1,2,,0,,6,1,2,8,M,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,D,1,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,5,1,1,,2,3,3,0,M,1
7936,NC,0,1,1,,0,,3,0,0,0,0,0,0,1,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,,M,M,,M,M,0,,,0,,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,1,3,,1,1,5,0,M,M
7937,NC,0,1,1,,0,,6,2,2,5,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,D,1,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,2,3,3,0,1,1
7938,NC,0,1,2,,0,,3,1,2,8,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,0,0,0,0,0,0,,,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,1,1,2,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,,4,2,2,0,M,M
7939,NC,0,1,2,,0,,0,1,2,6,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,0,0,,0,0,0,,,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,1,1,4,3,1,1,1,,3,1,1,1,1,1,1,1,1,1,,4,2,2,0,M,M
7940,NC,0,1,2,,0,,5,3,2,9,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,4,1,1,,5,1,1,0,M,1
